,logit,prediction,sentiment_score,Date
315,[0.0357975  0.40329868 0.56090385],neutral,-0.36750117,2021-02-03 06:32:43
316,[0.17412084 0.01321686 0.8126623 ],neutral,0.16090398,2021-02-03 06:15:58
317,[0.90778315 0.04061078 0.05160604],positive,0.86717236,2021-02-03 06:11:00
318,[0.952334   0.02427167 0.02339442],positive,0.9280623,2021-02-03 05:59:33
319,[0.63151604 0.008558   0.35992604],positive,0.62295806,2021-02-03 05:03:01
320,[0.04963979 0.01912401 0.93123615],neutral,0.030515779,2021-02-02 21:11:03
321,[0.7729332  0.02579226 0.20127456],positive,0.74714094,2021-02-02 21:06:00
322,[0.03589744 0.05255072 0.9115519 ],neutral,-0.016653277,2021-02-02 20:14:03
323,[0.9473579  0.02546496 0.02717704],positive,0.92189294,2021-02-02 19:44:30
324,[0.01689724 0.8662534  0.11684942],negative,-0.8493561,2021-02-02 19:30:01
325,[0.00933344 0.96711016 0.02355644],negative,-0.9577767,2021-02-02 19:09:10
326,[0.04599189 0.10534554 0.8486625 ],neutral,-0.059353646,2021-02-02 18:56:15
327,[0.95417506 0.01939724 0.0264278 ],positive,0.9347778,2021-02-02 18:21:42
328,[0.7221088  0.0723784  0.20551273],positive,0.6497304,2021-02-02 18:10:18
329,[0.0467614  0.04741313 0.9058255 ],neutral,-0.00065172464,2021-02-02 17:49:50
330,[0.06975559 0.0611392  0.8691052 ],neutral,0.008616392,2021-02-02 17:36:35
331,[0.13505697 0.017846   0.84709704],neutral,0.11721097,2021-02-02 17:36:17
332,[0.01960758 0.9647683  0.01562419],negative,-0.9451607,2021-02-02 17:17:37
333,[0.8115383  0.08108462 0.10737719],positive,0.73045367,2021-02-02 17:09:43
334,[0.28651133 0.6721523  0.04133637],negative,-0.38564095,2021-02-02 17:06:05
335,[0.9396118  0.02409069 0.0362975 ],positive,0.9155211,2021-02-02 16:52:01
336,[0.57653767 0.07839153 0.3450708 ],positive,0.49814615,2021-02-02 16:34:46
337,[0.95477116 0.02210765 0.02312118],positive,0.9326635,2021-02-02 16:33:13
338,[0.94554335 0.02942588 0.02503077],positive,0.9161175,2021-02-02 16:20:34
339,[0.45097739 0.50174844 0.04727413],negative,-0.050771058,2021-02-02 16:17:00
340,[0.21927665 0.74384826 0.03687507],negative,-0.5245716,2021-02-02 16:16:59
341,[0.17249462 0.01832027 0.8091851 ],neutral,0.15417434,2021-02-02 16:14:47
342,[0.94644433 0.02524702 0.02830859],positive,0.9211973,2021-02-02 16:08:00
343,[0.9449694  0.02662148 0.02840911],positive,0.91834795,2021-02-02 16:05:27
344,[0.91807806 0.03636666 0.04555525],positive,0.8817114,2021-02-02 16:04:47
345,[0.9447121  0.01117068 0.04411711],positive,0.9335414,2021-02-02 15:31:17
346,[0.05185172 0.02086584 0.92728245],neutral,0.03098588,2021-02-02 15:29:43
347,[0.08330302 0.8968485  0.01984848],negative,-0.81354547,2021-02-02 12:34:35
348,[0.9335646  0.01245249 0.05398287],positive,0.9211121,2021-02-02 10:00:24
349,[0.914642   0.00850965 0.07684836],positive,0.90613234,2021-02-02 09:51:12
350,[0.9475329  0.02555927 0.02690781],positive,0.92197365,2021-02-02 09:34:00
351,[0.94075173 0.03261068 0.02663762],positive,0.9081411,2021-02-02 07:43:00
352,[0.07075611 0.0159552  0.9132887 ],neutral,0.054800905,2021-02-02 06:47:13
353,[0.8664478  0.0972773  0.03627491],positive,0.7691705,2021-02-02 06:41:18
354,[0.7158835  0.01817275 0.26594386],positive,0.69771075,2021-02-02 06:30:00
355,[0.02347373 0.3483538  0.62817246],neutral,-0.32488006,2021-02-01 22:31:36
356,[0.15432778 0.01109548 0.8345767 ],neutral,0.1432323,2021-02-01 20:00:11
357,[0.5451323  0.36469465 0.0901731 ],positive,0.18043762,2021-02-01 19:25:28
358,[0.07993029 0.81020427 0.10986543],negative,-0.73027396,2021-02-01 19:10:00
359,[0.03575896 0.5004026  0.46383837],negative,-0.46464366,2021-02-01 18:44:10
360,[0.83906174 0.00831619 0.15262204],positive,0.8307456,2021-02-01 16:24:36
361,[0.9392439  0.0183611  0.04239504],positive,0.9208828,2021-02-01 15:20:32
362,[0.07580137 0.01267093 0.9115277 ],neutral,0.06313043,2021-02-01 15:13:27
363,[0.04078545 0.6004171  0.35879746],negative,-0.55963165,2021-02-01 15:12:22
364,[0.79603255 0.00735548 0.19661194],positive,0.7886771,2021-02-01 15:07:06
365,[0.01357126 0.77243876 0.21399002],negative,-0.7588675,2021-02-01 15:01:52
366,[0.83901215 0.00774058 0.15324725],positive,0.8312716,2021-02-01 14:16:06
367,[0.08523434 0.8841836  0.03058203],negative,-0.79894924,2021-02-01 14:07:00
368,[0.30944616 0.6376604  0.05289348],negative,-0.32821423,2021-02-01 14:03:37
369,[0.6088357  0.00868383 0.38248038],positive,0.6001519,2021-02-01 14:00:32
370,[0.93903047 0.02022779 0.04074178],positive,0.9188027,2021-02-01 13:15:34
371,[0.07293551 0.01469203 0.91237247],neutral,0.058243476,2021-02-01 13:06:35
372,[0.83112043 0.01346014 0.15541948],positive,0.8176603,2021-02-01 12:22:43
373,[0.52213526 0.3997614  0.07810336],positive,0.12237385,2021-02-01 12:21:33
374,[0.79498816 0.00705306 0.19795877],positive,0.7879351,2021-02-01 12:18:00
375,[0.05212775 0.41379794 0.5340743 ],neutral,-0.3616702,2021-02-01 12:10:16
376,[0.57459265 0.00890764 0.4164997 ],positive,0.56568503,2021-02-01 11:43:45
377,[0.52990407 0.0084855  0.4616104 ],positive,0.5214186,2021-02-01 11:42:00
378,[0.7930687  0.00764403 0.19928722],positive,0.78542465,2021-02-01 11:40:26
379,[0.7811046  0.00652901 0.21236634],positive,0.7745756,2021-02-01 11:30:01
380,[0.8834255  0.00903752 0.10753704],positive,0.874388,2021-02-01 11:30:00
381,[0.8646541  0.00914533 0.12620062],positive,0.8555088,2021-02-01 11:28:07
382,[0.91281915 0.04522188 0.04195903],positive,0.8675973,2021-02-01 10:36:58
383,[0.9274501  0.00945428 0.0630957 ],positive,0.9179958,2021-02-01 09:51:13
384,[0.209551   0.01568012 0.7747688 ],neutral,0.19387089,2021-02-01 09:15:40
385,[0.00973825 0.9379367  0.05232501],negative,-0.92819846,2021-02-01 08:00:21
386,[0.01685193 0.8575114  0.12563664],negative,-0.8406595,2021-02-01 06:09:46
387,[0.11724751 0.1181638  0.76458865],neutral,-0.0009162873,2021-02-01 03:13:50
388,[0.14669558 0.0928278  0.76047665],neutral,0.05386778,2021-02-01 00:47:34
389,[0.89786345 0.05388405 0.04825246],positive,0.8439794,2021-01-31 23:03:00
390,[0.2899916  0.63921595 0.07079247],negative,-0.34922436,2021-01-31 15:00:00
391,[0.13881098 0.01999797 0.84119105],neutral,0.11881301,2021-01-31 09:30:12
392,[0.03841975 0.2706938  0.69088644],neutral,-0.23227406,2021-01-31 05:22:58
393,[0.2796401  0.01226425 0.70809567],neutral,0.26737586,2021-01-29 17:41:28
394,[0.5599636  0.01594241 0.42409408],positive,0.5440212,2021-01-29 14:37:10
395,[0.1251646  0.567719   0.30711648],negative,-0.44255438,2021-01-29 14:30:14
396,[0.49540433 0.11475604 0.38983962],positive,0.3806483,2021-01-29 11:53:00
397,[0.93984014 0.01549159 0.04466828],positive,0.92434853,2021-01-29 08:16:27
398,[0.00813759 0.9598773  0.03198512],negative,-0.9517397,2021-01-29 07:03:59
399,[0.00723515 0.96309274 0.02967206],negative,-0.9558576,2021-01-29 06:07:28
400,[0.01589103 0.90517783 0.07893114],negative,-0.8892868,2021-01-29 05:54:52
401,[0.0103975  0.9360594  0.05354313],negative,-0.9256619,2021-01-29 02:39:00
402,[0.37488568 0.58373874 0.04137564],negative,-0.20885307,2021-01-28 18:48:37
403,[0.10620154 0.01076224 0.88303626],neutral,0.0954393,2021-01-28 17:44:00
404,[0.74102914 0.22627269 0.03269819],positive,0.51475644,2021-01-28 10:50:51
405,[0.9476131  0.03326305 0.0191238 ],positive,0.9143501,2021-01-28 09:47:22
406,[0.53415525 0.02374644 0.44209832],positive,0.5104088,2021-01-28 06:16:12
407,[0.06102029 0.0369945  0.9019852 ],neutral,0.02402579,2021-01-28 00:24:00
408,[0.927414   0.05082478 0.02176121],positive,0.87658924,2021-01-27 17:08:00
409,[0.02217696 0.5014013  0.4764217 ],negative,-0.47922435,2021-01-27 14:45:00
410,[0.7927047  0.01244366 0.19485162],positive,0.78026104,2021-01-27 12:23:58
411,[0.07149517 0.17353743 0.7549674 ],neutral,-0.102042265,2021-01-27 11:30:48
412,[0.8552918  0.00776352 0.13694462],positive,0.8475283,2021-01-27 11:30:47
413,[0.7822004  0.00861997 0.2091796 ],positive,0.77358043,2021-01-27 11:24:31
414,[0.22538085 0.39063355 0.38398558],negative,-0.1652527,2021-01-27 11:22:00
415,[0.64859736 0.02067916 0.3307235 ],positive,0.6279182,2021-01-27 08:15:00
416,[0.9494978  0.02297407 0.02752808],positive,0.92652375,2021-01-27 06:49:42
417,[0.04012993 0.2540808  0.70578927],neutral,-0.21395087,2021-01-27 02:25:08
418,[0.40433487 0.01827412 0.577391  ],neutral,0.38606074,2021-01-26 22:50:00
419,[0.95460147 0.01560073 0.02979778],positive,0.9390007,2021-01-26 19:59:35
420,[0.36001495 0.5990245  0.04096054],negative,-0.23900953,2021-01-26 18:49:24
421,[0.45948586 0.00890446 0.5316097 ],neutral,0.4505814,2021-01-26 16:47:08
422,[0.06861582 0.02259842 0.90878576],neutral,0.04601741,2021-01-26 13:46:33
423,[0.66130495 0.00876177 0.32993338],positive,0.6525432,2021-01-26 13:46:18
424,[0.5416565  0.02477656 0.43356696],positive,0.5168799,2021-01-26 13:33:13
425,[0.10101502 0.8768482  0.02213676],negative,-0.7758332,2021-01-26 12:34:00
426,[0.49355036 0.46477222 0.04167742],positive,0.028778136,2021-01-26 12:02:16
427,[0.3841675  0.01612366 0.5997088 ],neutral,0.36804384,2021-01-26 11:45:52
428,[0.03403488 0.57521933 0.39074576],negative,-0.5411844,2021-01-26 10:28:53
429,[0.82624555 0.0068767  0.16687776],positive,0.81936884,2021-01-26 10:24:33
430,[0.01715614 0.47526938 0.5075745 ],neutral,-0.45811322,2021-01-26 09:47:11
431,[0.72653294 0.01237673 0.2610903 ],positive,0.7141562,2021-01-26 09:47:10
432,[0.17047235 0.05414676 0.7753809 ],neutral,0.1163256,2021-01-26 09:37:48
433,[0.03036519 0.414393   0.5552418 ],neutral,-0.3840278,2021-01-26 08:31:50
434,[0.02436009 0.6346431  0.34099677],negative,-0.610283,2021-01-26 06:56:00
435,[0.02728543 0.72076756 0.251947  ],negative,-0.6934821,2021-01-26 06:41:10
436,[0.13143359 0.49650002 0.37206635],negative,-0.3650664,2021-01-26 06:31:35
437,[0.59159935 0.31263176 0.09576891],positive,0.2789676,2021-01-26 05:34:00
438,[0.03094762 0.02979019 0.9392622 ],neutral,0.0011574253,2021-01-25 23:42:00
439,[0.05332702 0.10244488 0.8442281 ],neutral,-0.04911786,2021-01-25 23:18:21
440,[0.08939921 0.01832668 0.89227414],neutral,0.071072534,2021-01-25 14:52:00
441,[0.12444701 0.01119316 0.86435986],neutral,0.11325385,2021-01-25 13:54:48
442,[0.04962419 0.02241806 0.9279577 ],neutral,0.027206134,2021-01-25 13:26:14
443,[0.08179237 0.0113603  0.9068473 ],neutral,0.07043207,2021-01-25 13:13:24
444,[0.22669098 0.00905183 0.7642572 ],neutral,0.21763915,2021-01-25 12:37:56
445,[0.03763959 0.9102472  0.05211321],negative,-0.8726076,2021-01-25 11:55:21
446,[0.83626086 0.00795135 0.15578775],positive,0.82830954,2021-01-25 10:32:57
447,[0.4944434  0.01749464 0.48806193],positive,0.47694874,2021-01-25 09:10:19
448,[0.25405157 0.42672658 0.31922188],negative,-0.17267501,2021-01-25 08:34:00
449,[0.72459745 0.01115278 0.2642498 ],positive,0.71344465,2021-01-25 08:08:44
450,[0.0292387  0.912843   0.05791838],negative,-0.8836043,2021-01-25 08:04:33
451,[0.3425026  0.02059518 0.6369022 ],neutral,0.3219074,2021-01-25 07:56:35
452,[0.7349615  0.01668715 0.24835137],positive,0.71827435,2021-01-25 07:45:32
453,[0.77386963 0.02090891 0.20522149],positive,0.75296074,2021-01-25 07:31:00
454,[0.8127206  0.00657902 0.18070035],positive,0.80614156,2021-01-25 06:30:59
455,[0.82684094 0.01022382 0.16293533],positive,0.81661713,2021-01-25 06:11:00
456,[0.86812466 0.00852011 0.12335525],positive,0.85960454,2021-01-25 05:27:42
457,[0.04128772 0.36186376 0.5968485 ],neutral,-0.32057604,2021-01-25 00:16:00
458,[0.02646518 0.8682841  0.10525074],negative,-0.8418189,2021-01-24 22:35:16
459,[0.64682925 0.01091241 0.34225833],positive,0.6359168,2021-01-24 11:00:00
460,[0.08885837 0.01697282 0.8941688 ],neutral,0.07188555,2021-01-24 05:40:26
461,[0.01719274 0.95106506 0.0317422 ],negative,-0.93387234,2021-01-23 21:20:12
462,[0.17007688 0.01280093 0.8171222 ],neutral,0.15727594,2021-01-23 05:51:00
463,[0.04395786 0.02063596 0.9354062 ],neutral,0.023321908,2021-01-22 23:44:42
464,[0.01391991 0.88850635 0.09757381],negative,-0.87458646,2021-01-22 19:33:37
465,[0.0701975  0.02266864 0.9071339 ],neutral,0.047528863,2021-01-22 15:18:40
466,[0.02633   0.2108809 0.7627891],neutral,-0.1845509,2021-01-22 13:06:00
467,[0.06652557 0.02316167 0.9103128 ],neutral,0.0433639,2021-01-22 12:55:02
468,[0.5104472  0.02060302 0.46894974],positive,0.4898442,2021-01-22 12:41:00
469,[0.01443919 0.91403186 0.07152894],negative,-0.8995927,2021-01-22 12:22:00
470,[0.12437995 0.0217647  0.8538554 ],neutral,0.102615245,2021-01-22 12:17:26
471,[0.22914355 0.07694349 0.6939129 ],neutral,0.15220006,2021-01-22 11:47:50
472,[0.18632996 0.04559311 0.76807696],neutral,0.14073685,2021-01-22 11:47:00
473,[0.00826241 0.93988913 0.05184845],negative,-0.93162674,2021-01-22 09:46:58
474,[0.9284941  0.00890251 0.06260343],positive,0.9195916,2021-01-22 09:02:27
475,[0.1730349  0.5083145  0.31865066],negative,-0.33527958,2021-01-22 08:41:16
476,[0.1257191  0.03643199 0.8378489 ],neutral,0.08928712,2021-01-22 08:32:45
477,[0.01557669 0.887776   0.09664738],negative,-0.87219936,2021-01-22 08:19:42
478,[0.05145191 0.65924895 0.28929916],negative,-0.607797,2021-01-22 08:05:47
479,[0.00827155 0.9113934  0.08033501],negative,-0.9031218,2021-01-22 06:59:44
480,[0.49334207 0.08608982 0.4205681 ],positive,0.40725225,2021-01-22 06:06:32
481,[0.07008151 0.01800138 0.91191715],neutral,0.052080132,2021-01-22 06:01:24
482,[0.00960754 0.9431956  0.04719685],negative,-0.933588,2021-01-22 05:33:39
483,[0.05281554 0.35930482 0.5878796 ],neutral,-0.3064893,2021-01-22 05:25:26
484,[0.6795652  0.03066337 0.28977144],positive,0.6489018,2021-01-22 04:09:53
485,[0.01739082 0.793687   0.18892226],negative,-0.77629614,2021-01-22 04:02:00
486,[0.13357626 0.01272133 0.8537024 ],neutral,0.12085493,2021-01-22 03:16:10
487,[0.01063347 0.9172209  0.07214568],negative,-0.9065874,2021-01-22 02:51:00
488,[0.30293033 0.01322253 0.6838471 ],neutral,0.2897078,2021-01-22 02:06:13
489,[0.03273467 0.787702   0.17956331],negative,-0.75496733,2021-01-22 01:47:24
490,[0.01183735 0.828978   0.15918462],negative,-0.81714064,2021-01-22 01:17:41
491,[0.01719193 0.87073016 0.11207791],negative,-0.8535382,2021-01-21 22:22:27
492,[0.0103443  0.9120466  0.07760917],negative,-0.9017023,2021-01-21 21:51:00
493,[0.0105433  0.9229881  0.06646856],negative,-0.91244483,2021-01-21 21:44:00
494,[0.01544405 0.9022228  0.08233312],negative,-0.8867788,2021-01-21 20:50:26
495,[0.04311928 0.01470859 0.94217217],neutral,0.02841069,2021-01-21 20:48:24
496,[0.13357626 0.01272133 0.8537024 ],neutral,0.12085493,2021-01-21 20:46:20
497,[0.3740193  0.06768604 0.55829465],neutral,0.30633324,2021-01-21 20:13:59
498,[0.03719724 0.5709329  0.39186984],negative,-0.5337357,2021-01-21 19:42:10
499,[0.874112   0.09652517 0.02936282],positive,0.7775868,2021-01-21 18:48:14
500,[0.08645228 0.37726954 0.5362782 ],neutral,-0.29081726,2021-01-21 17:32:49
501,[0.9230014  0.01966797 0.0573306 ],positive,0.9033334,2021-01-21 14:58:06
502,[0.04144586 0.02679732 0.93175673],neutral,0.0146485455,2021-01-21 13:23:00
503,[0.05825436 0.01932434 0.9224213 ],neutral,0.03893003,2021-01-21 12:23:04
504,[0.43173957 0.04476478 0.5234957 ],neutral,0.38697478,2021-01-21 12:03:09
505,[0.70177495 0.26348948 0.0347356 ],positive,0.43828547,2021-01-21 12:02:24
506,[0.05126982 0.06570446 0.8830257 ],neutral,-0.014434636,2021-01-21 11:44:57
507,[0.91890675 0.00930056 0.07179269],positive,0.9096062,2021-01-21 10:19:03
508,[0.813717   0.01061569 0.17566727],positive,0.8031013,2021-01-21 09:12:55
509,[0.07374329 0.67667705 0.24957968],negative,-0.60293376,2021-01-21 08:34:23
510,[0.01348309 0.9440303  0.04248665],negative,-0.9305472,2021-01-21 08:24:22
511,[0.1364794  0.03774072 0.82577986],neutral,0.09873867,2021-01-21 08:11:26
512,[0.8829968  0.01384006 0.10316312],positive,0.8691567,2021-01-21 07:18:48
513,[0.9335549  0.01496113 0.05148393],positive,0.91859376,2021-01-21 06:43:00
514,[0.01444988 0.9406358  0.04491438],negative,-0.9261859,2021-01-21 06:18:18
515,[0.6659289  0.00862976 0.32544133],positive,0.65729916,2021-01-21 03:01:00
516,[0.05306621 0.14107789 0.80585593],neutral,-0.08801168,2021-01-20 17:36:46
517,[0.9371248  0.03535036 0.02752484],positive,0.9017744,2021-01-20 17:34:00
518,[0.58208543 0.01508186 0.40283275],positive,0.56700355,2021-01-20 14:42:17
519,[0.5879014  0.02077936 0.3913192 ],positive,0.56712204,2021-01-20 13:58:54
520,[0.9164092  0.0204025  0.06318836],positive,0.8960067,2021-01-20 13:12:20
521,[0.91490424 0.05232487 0.03277091],positive,0.86257935,2021-01-20 13:07:00
522,[0.13860978 0.02767532 0.83371484],neutral,0.110934466,2021-01-20 11:05:00
523,[0.05940187 0.04685746 0.89374065],neutral,0.012544408,2021-01-20 10:47:00
524,[0.89139014 0.05339696 0.05521289],positive,0.8379932,2021-01-20 09:52:00
525,[0.0267147  0.45146182 0.52182347],neutral,-0.42474714,2021-01-20 03:27:00
526,[0.13176833 0.03446168 0.83377   ],neutral,0.097306654,2021-01-20 02:29:28
527,[0.01494773 0.8971975  0.08785479],negative,-0.8822498,2021-01-19 23:52:18
528,[0.06125189 0.01999585 0.9187523 ],neutral,0.041256033,2021-01-19 16:10:36
529,[0.06408964 0.0556712  0.8802392 ],neutral,0.008418445,2021-01-19 14:07:08
530,[0.05019121 0.02259872 0.9272101 ],neutral,0.027592486,2021-01-19 12:53:15
531,[0.02475725 0.941056   0.03418674],negative,-0.91629875,2021-01-19 11:17:07
532,[0.02379308 0.8803704  0.09583664],negative,-0.8565773,2021-01-19 10:31:18
533,[0.8155769  0.00700218 0.17742094],positive,0.80857474,2021-01-19 09:47:13
534,[0.06324989 0.01346136 0.9232887 ],neutral,0.04978854,2021-01-19 09:33:17
535,[0.6623644  0.00796688 0.32966867],positive,0.65439755,2021-01-19 09:00:47
536,[0.7410095  0.00898221 0.2500083 ],positive,0.7320273,2021-01-19 08:00:00
537,[0.04397425 0.6242091  0.33181667],negative,-0.5802349,2021-01-19 03:51:34
538,[0.09025119 0.65965074 0.25009805],negative,-0.56939954,2021-01-18 18:30:00
539,[0.13421284 0.03059198 0.8351952 ],neutral,0.10362086,2021-01-18 11:30:32
540,[0.08077602 0.04296522 0.87625873],neutral,0.037810802,2021-01-18 11:23:12
541,[0.03094146 0.8579456  0.1111129 ],negative,-0.82700413,2021-01-18 11:18:06
542,[0.04083587 0.55285937 0.4063048 ],negative,-0.5120235,2021-01-17 15:40:00
543,[0.6772619  0.07236435 0.25037378],positive,0.60489756,2021-01-17 07:15:00
544,[0.2365857  0.01647547 0.74693877],neutral,0.22011024,2021-01-16 08:00:00
545,[0.02594582 0.55904186 0.41501224],negative,-0.533096,2021-01-15 17:25:10
546,[0.01883939 0.8702471  0.11091354],negative,-0.85140777,2021-01-15 17:17:34
547,[0.42950255 0.01412483 0.55637264],neutral,0.4153777,2021-01-15 14:40:57
548,[0.77591383 0.00865036 0.21543582],positive,0.7672635,2021-01-15 14:14:45
549,[0.0360681  0.346754   0.61717784],neutral,-0.3106859,2021-01-15 12:54:00
550,[0.12392714 0.01159914 0.8644737 ],neutral,0.11232799,2021-01-15 09:25:38
551,[0.516788   0.2188571  0.26435488],positive,0.2979309,2021-01-15 09:18:27
552,[0.07491815 0.02178009 0.90330184],neutral,0.053138062,2021-01-15 08:59:34
553,[0.39461637 0.01565536 0.5897283 ],neutral,0.378961,2021-01-15 07:52:44
554,[0.89061683 0.07780493 0.03157824],positive,0.8128119,2021-01-14 18:48:08
555,[0.79801846 0.00935169 0.19262987],positive,0.7886668,2021-01-14 17:14:00
556,[0.9441485  0.02834861 0.02750292],positive,0.91579986,2021-01-14 16:39:25
557,[0.02369384 0.46822205 0.5080841 ],neutral,-0.44452822,2021-01-14 15:44:00
558,[0.8230573  0.01210139 0.16484135],positive,0.8109559,2021-01-14 14:21:06
559,[0.3200988 0.0260273 0.6538739],neutral,0.2940715,2021-01-14 09:44:57
560,[0.12455951 0.01246634 0.8629741 ],neutral,0.11209317,2021-01-14 09:28:00
561,[0.07970744 0.05381185 0.86648077],neutral,0.025895584,2021-01-14 09:20:33
562,[0.33309636 0.15288498 0.51401865],neutral,0.18021138,2021-01-14 09:20:29
563,[0.6748569  0.01166713 0.31347597],positive,0.66318977,2021-01-14 09:20:02
564,[0.01299111 0.92449296 0.06251587],negative,-0.9115018,2021-01-14 06:38:42
565,[0.04189687 0.912084   0.04601921],negative,-0.8701871,2021-01-14 02:48:40
566,[0.047814   0.01996572 0.9322202 ],neutral,0.027848274,2021-01-13 17:03:41
567,[0.04098537 0.07214531 0.8868694 ],neutral,-0.031159941,2021-01-13 16:33:03
568,[0.0190343  0.27409124 0.7068745 ],neutral,-0.25505695,2021-01-13 10:26:22
569,[0.8618586  0.11148435 0.026657  ],positive,0.75037426,2021-01-13 10:24:45
570,[0.28369433 0.12364943 0.59265625],neutral,0.1600449,2021-01-13 07:15:04
571,[0.78281003 0.01210113 0.20508882],positive,0.7707089,2021-01-13 06:01:00
572,[0.02907221 0.87821585 0.09271199],negative,-0.8491436,2021-01-13 05:52:35
573,[0.0519709  0.01806649 0.92996264],neutral,0.03390442,2021-01-12 23:40:09
